study,year,cultivar,fungic,rep,sev,yield,Yld_level,YR_class,gr_hab,sev_check
46,2015,TMG803,FLUX_PYRA[0.35],3,3.1,4253,2High,1Low,D,25.1
46,2015,TMG803,FLUX_PYRA[0.35],4,2.8,4443,2High,1Low,D,25.1
46,2015,TMG803,MZB[1.5],1,16,3739,2High,1Low,D,25.1
46,2015,TMG803,MZB[1.5],2,14.5,3898,2High,1Low,D,25.1
46,2015,TMG803,MZB[1.5],3,15.5,3592,2High,1Low,D,25.1
46,2015,TMG803,MZB[1.5],4,16,4102,2High,1Low,D,25.1
46,2015,TMG803,MZB[2],1,16,4048,2High,1Low,D,25.1
46,2015,TMG803,MZB[2],2,16.5,3568,2High,1Low,D,25.1
46,2015,TMG803,MZB[2],3,16,3680,2High,1Low,D,25.1
46,2015,TMG803,MZB[2],4,16.2,4502,2High,1Low,D,25.1
46,2015,TMG803,PROT_TRIF[0.4],1,6.5,3900,2High,1Low,D,25.1
46,2015,TMG803,PROT_TRIF[0.4],2,6.3,4509,2High,1Low,D,25.1
46,2015,TMG803,PROT_TRIF[0.4],3,6.5,4260,2High,1Low,D,25.1
46,2015,TMG803,PROT_TRIF[0.4],4,6,4305,2High,1Low,D,25.1
46,2015,TMG803,ZZ_CHECK,1,25,3738,2High,1Low,D,25.1
46,2015,TMG803,ZZ_CHECK,2,26,4108,2High,1Low,D,25.1
46,2015,TMG803,ZZ_CHECK,3,24,3457,2High,1Low,D,25.1
46,2015,TMG803,ZZ_CHECK,4,25.5,3663,2High,1Low,D,25.1
47,2015,M9144_RR,AZ_BF[0.2],1,19,4133,2High,2High,D,45
47,2015,M9144_RR,AZ_BF[0.2],2,25,3959,2High,2High,D,45
47,2015,M9144_RR,AZ_BF[0.2],3,35,4033,2High,2High,D,45
47,2015,M9144_RR,AZ_BF[0.2],4,25,4724,2High,2High,D,45
47,2015,M9144_RR,AZ_CIPRO[0.3],1,35,3022,2High,2High,D,45
47,2015,M9144_RR,AZ_CIPRO[0.3],2,35,3328,2High,2High,D,45
47,2015,M9144_RR,AZ_CIPRO[0.3],3,35,3174,2High,2High,D,45
47,2015,M9144_RR,AZ_CIPRO[0.3],4,35,3140,2High,2High,D,45
47,2015,M9144_RR,BIXA_PROT_TRIF[0.5],1,35,3543,2High,2High,D,45
47,2015,M9144_RR,BIXA_PROT_TRIF[0.5],2,19,4089,2High,2High,D,45
47,2015,M9144_RR,BIXA_PROT_TRIF[0.5],3,25,4358,2High,2High,D,45
47,2015,M9144_RR,BIXA_PROT_TRIF[0.5],4,30,4343,2High,2High,D,45
47,2015,M9144_RR,CZM[1],1,45,3293,2High,2High,D,45
47,2015,M9144_RR,CZM[1],2,45,3375,2High,2High,D,45
47,2015,M9144_RR,CZM[1],3,35,3028,2High,2High,D,45
47,2015,M9144_RR,CZM[1],4,45,3240,2High,2High,D,45
47,2015,M9144_RR,EPO_FLUX_PYRA[0.8],1,20,4066,2High,2High,D,45
47,2015,M9144_RR,EPO_FLUX_PYRA[0.8],2,35,3878,2High,2High,D,45
47,2015,M9144_RR,EPO_FLUX_PYRA[0.8],3,40,3897,2High,2High,D,45
47,2015,M9144_RR,EPO_FLUX_PYRA[0.8],4,35,3626,2High,2High,D,45
47,2015,M9144_RR,FLUX_PYRA[0.35],1,25,3933,2High,2High,D,45
47,2015,M9144_RR,FLUX_PYRA[0.35],2,30,3711,2High,2High,D,45
47,2015,M9144_RR,FLUX_PYRA[0.35],3,30,3694,2High,2High,D,45
47,2015,M9144_RR,FLUX_PYRA[0.35],4,30,3397,2High,2High,D,45
47,2015,M9144_RR,MZB[1.5],1,35,3062,2High,2High,D,45
47,2015,M9144_RR,MZB[1.5],2,45,3537,2High,2High,D,45
47,2015,M9144_RR,MZB[1.5],3,40,3464,2High,2High,D,45
47,2015,M9144_RR,MZB[1.5],4,30,3853,2High,2High,D,45
47,2015,M9144_RR,MZB[2],1,40,3597,2High,2High,D,45
47,2015,M9144_RR,MZB[2],2,35,3189,2High,2High,D,45
47,2015,M9144_RR,MZB[2],3,35,3588,2High,2High,D,45
47,2015,M9144_RR,MZB[2],4,35,3797,2High,2High,D,45
47,2015,M9144_RR,PROT_TRIF[0.4],1,12,4203,2High,2High,D,45
47,2015,M9144_RR,PROT_TRIF[0.4],2,25,4089,2High,2High,D,45
47,2015,M9144_RR,PROT_TRIF[0.4],3,45,3463,2High,2High,D,45
47,2015,M9144_RR,PROT_TRIF[0.4],4,40,4030,2High,2High,D,45
47,2015,M9144_RR,ZZ_CHECK,1,45,2769,2High,2High,D,45
47,2015,M9144_RR,ZZ_CHECK,2,45,3267,2High,2High,D,45
47,2015,M9144_RR,ZZ_CHECK,3,45,3190,2High,2High,D,45
47,2015,M9144_RR,ZZ_CHECK,4,45,2898,2High,2High,D,45
49,2015,TMG1180_RR,AZ_BF[0.2],1,13,3348,2High,1Low,I,22.5
49,2015,TMG1180_RR,AZ_BF[0.2],2,15,3717,2High,1Low,I,22.5
49,2015,TMG1180_RR,AZ_BF[0.2],3,9,3444,2High,1Low,I,22.5
49,2015,TMG1180_RR,AZ_BF[0.2],4,12,3528,2High,1Low,I,22.5
49,2015,TMG1180_RR,AZ_CIPRO[0.3],1,15,3636,2High,1Low,I,22.5
49,2015,TMG1180_RR,AZ_CIPRO[0.3],2,12,3782,2High,1Low,I,22.5
49,2015,TMG1180_RR,AZ_CIPRO[0.3],3,15,3098,2High,1Low,I,22.5
49,2015,TMG1180_RR,AZ_CIPRO[0.3],4,15,3483,2High,1Low,I,22.5
49,2015,TMG1180_RR,BIXA_PROT_TRIF[0.5],1,5,3330,2High,1Low,I,22.5
49,2015,TMG1180_RR,BIXA_PROT_TRIF[0.5],2,5,3163,2High,1Low,I,22.5
49,2015,TMG1180_RR,BIXA_PROT_TRIF[0.5],3,10,3040,2High,1Low,I,22.5
49,2015,TMG1180_RR,BIXA_PROT_TRIF[0.5],4,5,3105,2High,1Low,I,22.5
49,2015,TMG1180_RR,CZM[1],1,15,4265,2High,1Low,I,22.5
49,2015,TMG1180_RR,CZM[1],2,17,3914,2High,1Low,I,22.5
49,2015,TMG1180_RR,CZM[1],3,17,3996,2High,1Low,I,22.5
49,2015,TMG1180_RR,CZM[1],4,20,3738,2High,1Low,I,22.5
49,2015,TMG1180_RR,EPO_FLUX_PYRA[0.8],1,3,3621,2High,1Low,I,22.5
49,2015,TMG1180_RR,EPO_FLUX_PYRA[0.8],2,3,3538,2High,1Low,I,22.5
49,2015,TMG1180_RR,EPO_FLUX_PYRA[0.8],3,4,3851,2High,1Low,I,22.5
49,2015,TMG1180_RR,EPO_FLUX_PYRA[0.8],4,6,3256,2High,1Low,I,22.5
49,2015,TMG1180_RR,FLUX_PYRA[0.35],1,5,3760,2High,1Low,I,22.5
49,2015,TMG1180_RR,FLUX_PYRA[0.35],2,5,3380,2High,1Low,I,22.5
49,2015,TMG1180_RR,FLUX_PYRA[0.35],3,6,3895,2High,1Low,I,22.5
49,2015,TMG1180_RR,FLUX_PYRA[0.35],4,5,3e3,2High,1Low,I,22.5
49,2015,TMG1180_RR,MZB[1.5],1,17,3371,2High,1Low,I,22.5
49,2015,TMG1180_RR,MZB[1.5],2,15,3428,2High,1Low,I,22.5
49,2015,TMG1180_RR,MZB[1.5],3,13,3432,2High,1Low,I,22.5
49,2015,TMG1180_RR,MZB[1.5],4,7,3355,2High,1Low,I,22.5
49,2015,TMG1180_RR,MZB[2],1,12,3371,2High,1Low,I,22.5
49,2015,TMG1180_RR,MZB[2],2,17,3269,2High,1Low,I,22.5
49,2015,TMG1180_RR,MZB[2],3,12,3234,2High,1Low,I,22.5
49,2015,TMG1180_RR,MZB[2],4,15,3234,2High,1Low,I,22.5
49,2015,TMG1180_RR,PROT_TRIF[0.4],1,7,3374,2High,1Low,I,22.5
49,2015,TMG1180_RR,PROT_TRIF[0.4],2,7,3448,2High,1Low,I,22.5
49,2015,TMG1180_RR,PROT_TRIF[0.4],3,7,3487,2High,1Low,I,22.5
49,2015,TMG1180_RR,PROT_TRIF[0.4],4,10,3424,2High,1Low,I,22.5
49,2015,TMG1180_RR,ZZ_CHECK,1,23,3693,2High,1Low,I,22.5
49,2015,TMG1180_RR,ZZ_CHECK,2,25,3040,2High,1Low,I,22.5
49,2015,TMG1180_RR,ZZ_CHECK,3,20,3752,2High,1Low,I,22.5
49,2015,TMG1180_RR,ZZ_CHECK,4,22,3468,2High,1Low,I,22.5
50,2015,TMG1180_RR,AZ_BF[0.2],1,40,3217,1Low,1Low,I,46.2
50,2015,TMG1180_RR,AZ_BF[0.2],2,25,2645,1Low,1Low,I,46.2
50,2015,TMG1180_RR,AZ_BF[0.2],3,35,3133,1Low,1Low,I,46.2
50,2015,TMG1180_RR,AZ_BF[0.2],4,35,3068,1Low,1Low,I,46.2
50,2015,TMG1180_RR,AZ_CIPRO[0.3],1,40,3304,1Low,1Low,I,46.2
50,2015,TMG1180_RR,AZ_CIPRO[0.3],2,45,2727,1Low,1Low,I,46.2
50,2015,TMG1180_RR,AZ_CIPRO[0.3],3,45,3176,1Low,1Low,I,46.2
50,2015,TMG1180_RR,AZ_CIPRO[0.3],4,30,3098,1Low,1Low,I,46.2
50,2015,TMG1180_RR,BIXA_PROT_TRIF[0.5],1,15,3118,1Low,1Low,I,46.2
50,2015,TMG1180_RR,BIXA_PROT_TRIF[0.5],2,10,3512,1Low,1Low,I,46.2
50,2015,TMG1180_RR,BIXA_PROT_TRIF[0.5],3,15,3129,1Low,1Low,I,46.2
50,2015,TMG1180_RR,BIXA_PROT_TRIF[0.5],4,15,3155,1Low,1Low,I,46.2
50,2015,TMG1180_RR,CZM[1],1,20,3311,1Low,1Low,I,46.2
50,2015,TMG1180_RR,CZM[1],2,15,3353,1Low,1Low,I,46.2
50,2015,TMG1180_RR,CZM[1],3,30,2978,1Low,1Low,I,46.2
50,2015,TMG1180_RR,CZM[1],4,15,3068,1Low,1Low,I,46.2
50,2015,TMG1180_RR,EPO_FLUX_PYRA[0.8],1,20,2766,1Low,1Low,I,46.2
50,2015,TMG1180_RR,EPO_FLUX_PYRA[0.8],2,20,2875,1Low,1Low,I,46.2
50,2015,TMG1180_RR,EPO_FLUX_PYRA[0.8],3,15,2813,1Low,1Low,I,46.2
50,2015,TMG1180_RR,EPO_FLUX_PYRA[0.8],4,25,3014,1Low,1Low,I,46.2
50,2015,TMG1180_RR,FLUX_PYRA[0.35],1,15,3078,1Low,1Low,I,46.2
50,2015,TMG1180_RR,FLUX_PYRA[0.35],2,10,2834,1Low,1Low,I,46.2
50,2015,TMG1180_RR,FLUX_PYRA[0.35],3,15,3215,1Low,1Low,I,46.2
50,2015,TMG1180_RR,FLUX_PYRA[0.35],4,20,3036,1Low,1Low,I,46.2
50,2015,TMG1180_RR,MZB[1.5],1,35,3278,1Low,1Low,I,46.2
50,2015,TMG1180_RR,MZB[1.5],2,30,3014,1Low,1Low,I,46.2
50,2015,TMG1180_RR,MZB[1.5],3,40,3265,1Low,1Low,I,46.2
50,2015,TMG1180_RR,MZB[1.5],4,30,3185,1Low,1Low,I,46.2
50,2015,TMG1180_RR,MZB[2],1,35,3366,1Low,1Low,I,46.2
50,2015,TMG1180_RR,MZB[2],2,25,2961,1Low,1Low,I,46.2
50,2015,TMG1180_RR,MZB[2],3,30,3239,1Low,1Low,I,46.2
50,2015,TMG1180_RR,MZB[2],4,30,2921,1Low,1Low,I,46.2
50,2015,TMG1180_RR,PROT_TRIF[0.4],1,25,3503,1Low,1Low,I,46.2
50,2015,TMG1180_RR,PROT_TRIF[0.4],2,20,3208,1Low,1Low,I,46.2
50,2015,TMG1180_RR,PROT_TRIF[0.4],3,25,3100,1Low,1Low,I,46.2
50,2015,TMG1180_RR,PROT_TRIF[0.4],4,20,3262,1Low,1Low,I,46.2
50,2015,TMG1180_RR,ZZ_CHECK,1,45,3090,1Low,1Low,I,46.2
50,2015,TMG1180_RR,ZZ_CHECK,2,45,3057,1Low,1Low,I,46.2
50,2015,TMG1180_RR,ZZ_CHECK,3,50,2935,1Low,1Low,I,46.2
50,2015,TMG1180_RR,ZZ_CHECK,4,45,2791,1Low,1Low,I,46.2
52,2015,M9144_RR,AZ_BF[0.2],1,27.9,2300,1Low,2High,D,52
52,2015,M9144_RR,AZ_BF[0.2],2,29.6,2208,1Low,2High,D,52
52,2015,M9144_RR,AZ_BF[0.2],3,27.9,2108,1Low,2High,D,52
52,2015,M9144_RR,AZ_BF[0.2],4,28.6,2333,1Low,2High,D,52
52,2015,M9144_RR,AZ_CIPRO[0.3],1,35.2,2125,1Low,2High,D,52
52,2015,M9144_RR,AZ_CIPRO[0.3],2,34.7,1900,1Low,2High,D,52
52,2015,M9144_RR,AZ_CIPRO[0.3],3,35.2,2133,1Low,2High,D,52
52,2015,M9144_RR,AZ_CIPRO[0.3],4,36.6,1875,1Low,2High,D,52
52,2015,M9144_RR,BIXA_PROT_TRIF[0.5],1,20.6,2292,1Low,2High,D,52
52,2015,M9144_RR,BIXA_PROT_TRIF[0.5],2,20.4,2267,1Low,2High,D,52
52,2015,M9144_RR,BIXA_PROT_TRIF[0.5],3,19.6,2242,1Low,2High,D,52
52,2015,M9144_RR,BIXA_PROT_TRIF[0.5],4,20.2,2283,1Low,2High,D,52
52,2015,M9144_RR,CZM[1],1,37.1,2167,1Low,2High,D,52
52,2015,M9144_RR,CZM[1],2,35.9,2075,1Low,2High,D,52
52,2015,M9144_RR,CZM[1],3,38.1,2108,1Low,2High,D,52
52,2015,M9144_RR,CZM[1],4,36.2,2167,1Low,2High,D,52
52,2015,M9144_RR,EPO_FLUX_PYRA[0.8],1,20.8,2400,1Low,2High,D,52
52,2015,M9144_RR,EPO_FLUX_PYRA[0.8],2,20.8,2367,1Low,2High,D,52
52,2015,M9144_RR,EPO_FLUX_PYRA[0.8],3,20.6,2583,1Low,2High,D,52
52,2015,M9144_RR,EPO_FLUX_PYRA[0.8],4,20.6,2408,1Low,2High,D,52
52,2015,M9144_RR,FLUX_PYRA[0.35],1,20.6,2250,1Low,2High,D,52
52,2015,M9144_RR,FLUX_PYRA[0.35],2,20.4,2208,1Low,2High,D,52
52,2015,M9144_RR,FLUX_PYRA[0.35],3,20.5,2392,1Low,2High,D,52
52,2015,M9144_RR,FLUX_PYRA[0.35],4,20,2392,1Low,2High,D,52
52,2015,M9144_RR,MZB[1.5],1,29.1,2350,1Low,2High,D,52
52,2015,M9144_RR,MZB[1.5],2,29.3,2175,1Low,2High,D,52
52,2015,M9144_RR,MZB[1.5],3,29.3,2333,1Low,2High,D,52
52,2015,M9144_RR,MZB[1.5],4,28.4,2092,1Low,2High,D,52
52,2015,M9144_RR,MZB[2],1,31,2358,1Low,2High,D,52
52,2015,M9144_RR,MZB[2],2,31.2,2458,1Low,2High,D,52
52,2015,M9144_RR,MZB[2],3,30.3,2367,1Low,2High,D,52
52,2015,M9144_RR,MZB[2],4,30.3,2350,1Low,2High,D,52
52,2015,M9144_RR,PROT_TRIF[0.4],1,23,2533,1Low,2High,D,52
52,2015,M9144_RR,PROT_TRIF[0.4],2,22.5,2367,1Low,2High,D,52
52,2015,M9144_RR,PROT_TRIF[0.4],3,22.5,2333,1Low,2High,D,52
52,2015,M9144_RR,PROT_TRIF[0.4],4,20.6,2467,1Low,2High,D,52
52,2015,M9144_RR,ZZ_CHECK,1,52,1533,1Low,2High,D,52
52,2015,M9144_RR,ZZ_CHECK,2,52,1517,1Low,2High,D,52
52,2015,M9144_RR,ZZ_CHECK,3,52,1825,1Low,2High,D,52
52,2015,M9144_RR,ZZ_CHECK,4,52,1475,1Low,2High,D,52
53,2016,M8210_IPRO,AZ_BF[0.2],1,5,3511,2High,2High,D,22.5
53,2016,M8210_IPRO,AZ_BF[0.2],2,6,3447,2High,2High,D,22.5
53,2016,M8210_IPRO,AZ_BF[0.2],3,5,3105,2High,2High,D,22.5
53,2016,M8210_IPRO,AZ_BF[0.2],4,6,3498,2High,2High,D,22.5
53,2016,M8210_IPRO,BIXA_PROT_TRIF[0.5],1,4,3677,2High,2High,D,22.5
53,2016,M8210_IPRO,BIXA_PROT_TRIF[0.5],2,3,3517,2High,2High,D,22.5
53,2016,M8210_IPRO,BIXA_PROT_TRIF[0.5],3,3,3747,2High,2High,D,22.5
53,2016,M8210_IPRO,BIXA_PROT_TRIF[0.5],4,4,3514,2High,2High,D,22.5
53,2016,M8210_IPRO,CUP[1],1,12,3540,2High,2High,D,22.5
53,2016,M8210_IPRO,CUP[1],2,10,3115,2High,2High,D,22.5
53,2016,M8210_IPRO,CUP[1],3,12,3143,2High,2High,D,22.5
53,2016,M8210_IPRO,CUP[1],4,10,3040,2High,2High,D,22.5
53,2016,M8210_IPRO,EPO_FLUX_PYRA[0.8],1,4,3491,2High,2High,D,22.5
53,2016,M8210_IPRO,EPO_FLUX_PYRA[0.8],2,3,3442,2High,2High,D,22.5
53,2016,M8210_IPRO,EPO_FLUX_PYRA[0.8],3,4,3332,2High,2High,D,22.5
53,2016,M8210_IPRO,EPO_FLUX_PYRA[0.8],4,3,3882,2High,2High,D,22.5
53,2016,M8210_IPRO,FLUX_PYRA[0.35],1,3,3832,2High,2High,D,22.5
53,2016,M8210_IPRO,FLUX_PYRA[0.35],2,3,3142,2High,2High,D,22.5
53,2016,M8210_IPRO,FLUX_PYRA[0.35],3,3,3704,2High,2High,D,22.5
53,2016,M8210_IPRO,FLUX_PYRA[0.35],4,3,3614,2High,2High,D,22.5
53,2016,M8210_IPRO,MZB[2],1,8,3549,2High,2High,D,22.5
53,2016,M8210_IPRO,MZB[2],2,10,3604,2High,2High,D,22.5
53,2016,M8210_IPRO,MZB[2],3,8,3313,2High,2High,D,22.5
53,2016,M8210_IPRO,MZB[2],4,10,3739,2High,2High,D,22.5
53,2016,M8210_IPRO,MZB[3],1,10,3955,2High,2High,D,22.5
53,2016,M8210_IPRO,MZB[3],2,12,3382,2High,2High,D,22.5
53,2016,M8210_IPRO,MZB[3],3,10,3104,2High,2High,D,22.5
53,2016,M8210_IPRO,MZB[3],4,10,3483,2High,2High,D,22.5
53,2016,M8210_IPRO,PROT_TRIF[0.4],1,4,3600,2High,2High,D,22.5
53,2016,M8210_IPRO,PROT_TRIF[0.4],2,6,3058,2High,2High,D,22.5
53,2016,M8210_IPRO,PROT_TRIF[0.4],3,5,3481,2High,2High,D,22.5
53,2016,M8210_IPRO,PROT_TRIF[0.4],4,4,3524,2High,2High,D,22.5
53,2016,M8210_IPRO,ZZ_CHECK,1,20,3296,2High,2High,D,22.5
53,2016,M8210_IPRO,ZZ_CHECK,2,25,3287,2High,2High,D,22.5
53,2016,M8210_IPRO,ZZ_CHECK,3,20,3055,2High,2High,D,22.5
53,2016,M8210_IPRO,ZZ_CHECK,4,25,3041,2High,2High,D,22.5
57,2016,M9144_RR,AZ_BF[0.2],1,44.8,2403,1Low,2High,D,49.9
57,2016,M9144_RR,AZ_BF[0.2],2,44.8,2415,1Low,2High,D,49.9
57,2016,M9144_RR,AZ_BF[0.2],3,46.9,2087,1Low,2High,D,49.9
57,2016,M9144_RR,AZ_BF[0.2],4,47.25,2103,1Low,2High,D,49.9
57,2016,M9144_RR,BIXA_PROT_TRIF[0.5],1,25.9,2480,1Low,2High,D,49.9
57,2016,M9144_RR,BIXA_PROT_TRIF[0.5],2,22.4,2749,1Low,2High,D,49.9
57,2016,M9144_RR,BIXA_PROT_TRIF[0.5],3,21.7,2344,1Low,2High,D,49.9
57,2016,M9144_RR,BIXA_PROT_TRIF[0.5],4,23.45,2447,1Low,2High,D,49.9
57,2016,M9144_RR,CUP[1],1,32.199999999999996,2524,1Low,2High,D,49.9
57,2016,M9144_RR,CUP[1],2,31.15,2432,1Low,2High,D,49.9
57,2016,M9144_RR,CUP[1],3,36.75,2571,1Low,2High,D,49.9
57,2016,M9144_RR,CUP[1],4,37.099999999999994,2354,1Low,2High,D,49.9
57,2016,M9144_RR,EPO_FLUX_PYRA[0.8],1,26.599999999999998,2762,1Low,2High,D,49.9
57,2016,M9144_RR,EPO_FLUX_PYRA[0.8],2,21.7,2503,1Low,2High,D,49.9
57,2016,M9144_RR,EPO_FLUX_PYRA[0.8],3,21,2049,1Low,2High,D,49.9
57,2016,M9144_RR,EPO_FLUX_PYRA[0.8],4,22.4,2954,1Low,2High,D,49.9
57,2016,M9144_RR,FLUX_PYRA[0.35],1,29.4,2534,1Low,2High,D,49.9
57,2016,M9144_RR,FLUX_PYRA[0.35],2,23.099999999999998,2681,1Low,2High,D,49.9
57,2016,M9144_RR,FLUX_PYRA[0.35],3,23.799999999999997,2470,1Low,2High,D,49.9
57,2016,M9144_RR,FLUX_PYRA[0.35],4,25.2,2658,1Low,2High,D,49.9
57,2016,M9144_RR,MZB[2],1,23.099999999999998,2462,1Low,2High,D,49.9
57,2016,M9144_RR,MZB[2],2,19.599999999999998,2859,1Low,2High,D,49.9
57,2016,M9144_RR,MZB[2],3,25.2,2358,1Low,2High,D,49.9
57,2016,M9144_RR,MZB[2],4,21.7,2402,1Low,2High,D,49.9
57,2016,M9144_RR,MZB[3],1,23.799999999999997,2599,1Low,2High,D,49.9
57,2016,M9144_RR,MZB[3],2,21.7,2392,1Low,2High,D,49.9
57,2016,M9144_RR,MZB[3],3,23.799999999999997,2659,1Low,2High,D,49.9
57,2016,M9144_RR,MZB[3],4,23.799999999999997,2512,1Low,2High,D,49.9
57,2016,M9144_RR,PROT_TRIF[0.4],1,35.349999999999994,2499,1Low,2High,D,49.9
57,2016,M9144_RR,PROT_TRIF[0.4],2,28,2610,1Low,2High,D,49.9
57,2016,M9144_RR,PROT_TRIF[0.4],3,43.4,2677,1Low,2High,D,49.9
57,2016,M9144_RR,PROT_TRIF[0.4],4,28.349999999999998,2127,1Low,2High,D,49.9
57,2016,M9144_RR,ZZ_CHECK,1,56,1965,1Low,2High,D,49.9
57,2016,M9144_RR,ZZ_CHECK,2,48.3,1999,1Low,2High,D,49.9
57,2016,M9144_RR,ZZ_CHECK,3,49,2084,1Low,2High,D,49.9
57,2016,M9144_RR,ZZ_CHECK,4,46.199999999999996,2290,1Low,2High,D,49.9
58,2016,TMG2281_IPRO,AZ_BF[0.2],1,17,3910,2High,2High,D,27
58,2016,TMG2281_IPRO,AZ_BF[0.2],2,22,4190,2High,2High,D,27
58,2016,TMG2281_IPRO,AZ_BF[0.2],3,20,3875,2High,2High,D,27
58,2016,TMG2281_IPRO,AZ_BF[0.2],4,18,3518,2High,2High,D,27
58,2016,TMG2281_IPRO,BIXA_PROT_TRIF[0.5],1,10,4286,2High,2High,D,27
58,2016,TMG2281_IPRO,BIXA_PROT_TRIF[0.5],2,12,3882,2High,2High,D,27
58,2016,TMG2281_IPRO,BIXA_PROT_TRIF[0.5],3,11,4333,2High,2High,D,27
58,2016,TMG2281_IPRO,BIXA_PROT_TRIF[0.5],4,15,3904,2High,2High,D,27
58,2016,TMG2281_IPRO,CUP[1],1,15,3933,2High,2High,D,27
58,2016,TMG2281_IPRO,CUP[1],2,18,3330,2High,2High,D,27
58,2016,TMG2281_IPRO,CUP[1],3,15,3569,2High,2High,D,27
58,2016,TMG2281_IPRO,CUP[1],4,13,3653,2High,2High,D,27
58,2016,TMG2281_IPRO,EPO_FLUX_PYRA[0.8],1,8,4400,2High,2High,D,27
58,2016,TMG2281_IPRO,EPO_FLUX_PYRA[0.8],2,6,4392,2High,2High,D,27
58,2016,TMG2281_IPRO,EPO_FLUX_PYRA[0.8],3,6,4477,2High,2High,D,27
